topic,sentiment
love,2
like,1
don,1
items,2
products,2
prime,1
great,2
love,2
orders,0
fix,1
don,2
delivery,2
items,0
want,0
customer,0
program best fastest,2
account,0
products,2
prime,1
item,0
service,2
orders,1
don,2
day,1
love,2
stuff buy stuff,1
delivery,1
page,0
shopping,2
want,2
time,1
just,2
just,1
want,1
order,2
ve,0
service,0
gone search bar,1
ve,0
items,2
order,1
don,1
need,1
stuff,2
old 87,1
delivery,1
new,0
prime,2
delivery,0
amazon,0
app,1
shopping amazon,2
amazon,0
customer,2
phone,2
delivery,2
great,1
phone,2
shopping,0
right ve,2
prime,2
ve,0
shopping,2
account,0
ve,0
don,1
prime,1
service,2
really,2
item,0
update,1
search,0
prime,2
amazon,0
like,2
page,0
item,0
shop,2
don,0
want,0
day,1
order,1
want,0
amazon,2
amazon,1
time,2
amazon,1
order,0
want,1
orders,1
time,2
dark mode white,1
good,2
page,0
phone,0
way,1
orders,0
app,0
service,2
products,1
app,2
supported error,2
app,2
delivery,2
amazon,0
account,1
like,1
just,0
customer,0
want,0
want,2
customer,0
want,0
order,2
keeps,0
easy,2
prices,2
account,0
page,1
prime,2
progres,1
need,1
delivery,1
works inhumanity,0
want,1
easy,2
week app working,0
search,0
just,0
search,0
use,2
amazon,1
update,0
phone,2
order,2
shop,2
delivery,0
item,0
want,0
way,1
need,2
just,1
orders,1
time,0
delivery,1
delivery,1
products,1
don,1
good,2
good,2
search,0
opinions wrong screw,2
update,0
phone,0
delivery,1
use,1
really,2
love amazon,2
want,1
orders,1
orders,0
don,0
shopping,1
don,1
orders,1
don,1
app,2
buy,2
time,0
love amazon,2
use,0
just,2
order,1
products,2
just,2
orders,1
page,0
service,2
page,1
time ordering stuff,1
looking,2
amazon,0
customer,2
time,0
make,1
used just,1
time,0
orders,0
just,2
time,1
need,1
order,0
just,2
don,2
keeps,0
item,0
way,1
just,2
like,1
time,1
just,1
time,0
fix,0
items,0
liberal,1
easy,2
oftentimes account,0
order,0
money,0
items,1
account,1
just,1
item,0
easy,2
order,2
love,2
delivery,0
just,0
prime,1
don,1
bar make customizable,0
app great,2
app,1
really,1
easy,2
prices,2
love,2
customer,2
really,2
quality,0
account,1
glitches constantly,2
days,0
read sick,2
good,1
phone,0
want,1
delivery,1
great,1
asked item locker,0
delivery,1
time,2
shopping,2
things,2
use,2
keeps,0
don,0
service,2
service,0
want,1
use,2
keeps crashing hard,0
human gallantly making,1
page,1
just,0
order,2
prime,1
good app getting,2
order,2
item,0
shop,2
great,2
fix,1
amazon,0
items,1
love amazon,2
really,2
perfect make dark,2
like,2
products,2
just,1
prime,0
amazon,1
ok belongs wheel,2
buy,1
don,2
prime,0
just,1
shop,2
good,2
orders,0
service,0
late fine app,1
joined affiliate program,2
update,0
time,0
just,1
customer,0
great,1
shopping,1
keeps,0
orders,1
don,2
shopping,0
just,1
app,0
time,1
like,0
fix,1
app,0
really,2
shopping,0
prime,1
order,0
items,1
shopping amazon,2
app,0
app,0
excellent customer support,2
like,0
app,2
dark mode,2
delivery,2
phone,0
customer,2
use,1
like,1
things,2
app,0
like,0
prime,2
customer,0
delivery,2
shopping,0
account,0
really,2
products,2
time,1
great,2
prime,1
like,0
like,0
use,0
lot products,2
shopping,1
update,1
rating supported,0
orders,0
delivery,1
time,0
shopping,1
items,2
orders gone kerrput,1
time,2
menus great,2
orders,1
amazon,2
things,2
phone,2
prime,1
time,1
update,1
prime,0
orders,1
search,1
app,2
order,1
order,0
items,2
items,0
items,1
delivery,0
need,2
don,0
like,2
time,2
shopping,1
shopping amazon,2
shopping amazon,2
delivery,1
things,1
just,1
easy,2
good,2
make,1
want,0
prices,2
properly update,2
order,0
time,1
fix,1
use,1
fix,0
update,0
don,0
app,2
shopping,0
prime,2
service,2
service,2
just,0
need,2
easy,2
easy,2
want,1
amazon,1
need,1
shopping,0
orders,0
make,1
update,1
item,0
products horrible,0
need,1
don,1
great,1
nimbus project,0
app,1
search,0
use,1
shopping,1
amazon,2
need,2
items,2
service,2
page,1
prime,1
orders,1
good,2
phone,1
refund called twice,0
shopping,0
customer,0
amazon,2
items,0
just,0
need,1
shopping,1
use,1
just,2
fix,1
don,2
love amazon,2
amazon,2
app,1
update,0
account,0
products,2
delivery,0
products,1
account,0
delivery,0
returns exchanges,2
lately lots,2
amazon just need,2
phone,0
items,1
search,1
love,2
page,0
use,2
amazon,2
make,1
want,1
just,0
love,2
like,2
delivery,2
good,1
shooter,0
amazon,2
really,2
order,1
time,0
ve,0
don,1
navigation experience,2
use,1
prime,1
prime,1
items,0
item,0
location items delivered,1
update,0
items,1
good job customer,2
good,2
overall good prime,1
like,1
item,0
items,1
keeps,0
app,0
prime,0
want,0
price comparison,2
good,1
want,1
items,0
ve,0
order,2
want,0
love,2
change,1
order,0
want,0
shopping,0
shopping,2
delivery,0
fix,1
day,1
card,0
use,1
just,1
use,2
stars moved,2
buy,2
free shopping,2
items,1
items,1
just,2
easy,2
products,2
item,0
prime,1
just,0
delivery,1
page,1
orders,0
amazon,0
money,0
want,0
great,2
products horrible customer,0
time,2
don,1
prime,2
app best,2
want,2
money,0
service,2
just,2
shopping,0
just,0
items,1
ve,0
want,1
amazon,2
prime,1
need,2
amazon,2
s6 longer supported,0
app,2
order,1
really,1
orders,1
nepal reply does,2
shopping,2
phone,2
order,2
good idea,2
just,2
ago really enjoy,2
just,2
delivery,2
need,1
page,0
quality,0
change,1
love amazon,2
use,2
proof,0
use,1
orders,1
prices,2
like,0
love,2
prime,1
delivery,0
great,1
just,2
letting amazon,2
items,0
ve,0
change,1
time,2
items,2
great,2
use,0
service,0
shop,2
just,0
good,1
app,2
change,1
page,0
just,2
amazon,1
just,0
fix,1
good,2
account,1
buy,1
change,1
lover planted,2
like,1
prime free shipping,1
really,1
orders,1
fix,1
service,2
want,1
don,1
app,0
update,1
phone,1
items,1
orders,1
app update lots,0
right ve,2
excellent update need,2
shopping,1
orders,1
really,2
love amazon,2
want,0
don,0
like,0
shopping amazon,2
time,2
information difficult,1
want,0
buy,2
time,0
shopping amazon,2
want,1
looking looking,2
prime,2
love amazon,2
new,0
buy,2
like,2
time,1
customer,0
time,0
time,1
amazon,1
want,0
good,1
shopping,1
phone,2
update,0
love amazon,2
just,1
keeps repeating,0
time,0
keeps,0
time,2
bar,1
prices,2
items,0
orders,0
like fix worked,0
order,2
amazon,2
shopping,0
ordered quite,1
buy,1
shop world best,2
want,2
use,0
search,0
day,1
item,0
prime,0
shopping,0
delivery,1
don,2
just got package,2
order,1
products,2
don,1
service,0
children,0
green drivers follow,0
use,1
phone,0
update,1
like,2
customer,0
don,1
want,0
orders,0
good,1
keeps,0
order,0
prime,2
item,0
prime,2
prime,0
orders,0
time,2
app,1
change,1
repeadly,1
use,0
like,2
service,2
amazon,0
don,0
prime,0
don,1
delivery,0
orders,0
use,2
orders,1
great,1
instructions drivers lie,1
just,2
account,0
account,0
use,2
shopping amazon,2
delivery,0
fix,1
like,2
good,1
shopping,0
really,2
easy,2
want,1
customer,2
time,0
items,0
search,1
ve,0
service,2
phone,0
service,2
shopping,0
works getting,1
want,1
great,1
love amazon add,2
fix,0
phone,0
don,0
just,2
shopping,1
pretty,1
like,0
oh,1
just,2
time,1
phone,1
use,1
time,2
buy,2
closing,1
good,1
shopping,1
app,0
buy,1
service,0
day,1
account,0
orders,0
need,2
phone,0
stuff getting delivered,1
shopping,0
item,0
items,2
love,2
order,0
shopping,2
service,2
just,1
delivery,0
items,1
like,1
order,1
order,1
time,2
account,0
order,1
items,0
amazon,0
want,1
just,0
prime,1
orders,0
package second time,0
change,1
just,2
orders,1
need,2
shopping,1
really,1
responsible onderfull app,2
search,0
shop,2
use,1
new,0
shopping,1
page,0
phone,0
ve,0
stars,2
item,0
programming practice,0
order,2
shopping,1
shopping,0
use,1
mini tv,2
service,0
items,0
phone,0
progres bar,1
ok lots great,2
shopping,0
good,1
way,1
pleasea weswqawwqw zd,2
just,1
convenient simple,2
prime,1
shopping,1
items,1
update,0
buy,1
delivery,2
easy,2
amazon,2
order,1
just,2
prime,0
prime,2
customer,2
item,0
easy,2
items,2
search,0
orders,1
products,2
order,2
order,0
update,0
really,2
customer,0
page,1
prime,0
items,0
delivery,0
quebec canada set,0
hangs white screen,2
doesn work phone,0
shopping amazon,2
don,0
use,1
use,0
items,0
pay special,1
app,2
want,2
buy,1
great,1
need,1
want,2
item,0
amazon,1
don,0
ve,0
prices,2
prime,1
orders,1
want,0
need,1
customer,2
orders,0
customer,0
order,0
want,2
keeps trying eventually,1
delivery,1
shop,2
shop,2
prime,2
delivery,2
goid,1
search,1
change items,2
delivery,1
buy,1
use,2
page,0
app,1
item,0
need,1
day,1
service,0
prime,1
items,0
really,2
items,0
days,0
membership best good,2
use,0
need,1
want,1
search,1
good,1
delivery,1
delivery,1
order,2
keeps,0
order wring,1
need,1
days,0
packages sent cause,0
ve,0
want,1
buy,1
really,1
card,0
fast delivery super,2
products,2
search,0
delivery,1
app,1
like,0
really,2
like,1
like,1
items,1
search,1
delivery,2
order,1
prime,1
things,2
fix,1
page,0
like,1
don,1
want,2
amazon,1
like,2
fantastic app best,2
delivery,0
use,1
love,2
page,0
good,2
search,1
use,2
really,2
items,1
use,2
ve,0
prime,1
shopping,1
don,1
don,2
want,1
time,2
shopping,1
need,2
want,1
buy,2
use,1
like,0
want,0
just,0
great,2
service,0
easy,2
prime,1
use,2
like,2
customer,2
time,0
delivery,0
shopping amazon,2
like,1
prices,2
day,1
ve,0
experience,1
update,1
free prime,0
theu,1
page,0
phone,1
buy,2
orders,1
just,0
order,0
use,1
like,0
don,1
page,1
search,1
prime,1
order,0
amazon,2
great,2
delivery,0
like,0
left say,1
customer,0
change,1
use,1
amazon,1
card,0
really,1
delivery,0
app,1
want,0
account,0
don,0
prices,2
products,2
like,1
need,1
new,0
need,2
love amazon,2
order,0
day,1
great,2
account,0
amazon,1
account,0
phone,0
items,1
amazon,0
use,1
item,0
delivery,1
product reviews resd,2
service,2
really,2
shopping amazon,2
prime,2
using app years,2
products,2
app,2
products,2
best place need,2
shopping,0
love amazon,2
items,0
service,0
want,1
like idiot idea,1
really,2
like,2
just,1
prime,2
don,2
look like iphone,0
service,2
prime free shipping,1
phone,0
days,0
prime,1
shutting keeps,0
use,0
amazon,1
delivery,2
use,1
love,2
like,1
just,1
buy,1
don,1
want,1
shopping,2
great variety good,2
order,0
really,2
poor,0
page,0
packages don fix,0
account,1
page,0
items,0
need,1
just,2
easy,2
experience time fabulous,2
love amazon,2
best thing,2
use,2
page,0
sun 2023 make,1
search,1
use,1
don,2
just,0
way,1
app,2
items,1
really,2
time,2
service,0
need,1
just,1
shop,2
good,2
use,0
really,2
amazon,0
just,2
order,0
way,1
need,1
amazon,0
items,2
minute like fix,0
shown cheap tock,1
time,2
like,1
orders,1
need,1
search,1
use,2
search,1
just,2
amazon,1
page,0
service,2
amazon,0
phone,2
card,0
menus great,2
like,0
just,2
great,1
change,1
sure items hard,1
keeps,0
like,0
don,2
amazon,2
need,1
app,1
buy,2
buy,1
item,0
ve,0
buy,2
right love easy,2
time,1
just,2
prices,2
delivery,1
time,0
need,1
order,0
work make,2
app,1
order,1
need,1
support great,2
amazon,0
just,2
use,0
service,2
search,0
orders,1
use,0
ve,0
things,2
items,1
time,2
want,0
app,1
amazon,1
service,0
phone,1
shopping,0
use,2
items sponsored,0
shopping,2
need,2
items,1
orders,1
want,0
shipmt,0
prices,2
fix,1
recommend excellent couldn,2
account,0
products,1
account,1
phone,2
product selection good,2
delivery,2
day,1
delivery,1
item,0
just,0
order,0
use,0
time,0
amazon,0
orders,1
properly real good,0
just,1
app,0
prime,1
order,0
like,2
service,2
prime,0
look pretty make,0
want,1
really,2
used just,1
like,1
just,2
don,0
shopping,1
prime,0
shopping,1
items,1
fix,0
need,1
use,2
fix,0
orders,0
want,2
don,1
search,0
pretty,2
service,0
easy,2
products,1
make,1
amazon,0
want,1
shop,2
need order orders,1
search,1
keeps,0
app,0
time,0
want,1
like,1
like,2
delivery,1
prime,1
love,2
like,1
fix,0
app,2
don,0
like,2
app,2
saw wa,1
easy,2
easy,2
fix,1
don,1
plastenian,0
update,0
order,2
app,2
service,2
delivery,2
like,2
prime,0
order,1
easy,2
buy,1
jhhhhhhhuy,2
prime,1
orders,0
account,1
just,0
things,2
customer,2
like,0
products,2
need,2
search,0
shopping amazon,2
time,1
items,2
things,2
make,1
orders,1
want,0
amazon,2
shopping,1
money,0
just,0
prime,1
just,2
page,0
items,2
easy,2
safe using,2
want,2
prime,2
credit card longer,0
don,0
time,2
just,0
item,0
amazon,2
customer,0
app,0
quick resolve issue,2
order,2
search,1
update,1
app,0
time,2
like,0
really,2
item,0
service,2
like,1
search,1
shopping,1
orders,0
need,1
want,1
navigation bad,2
amazon,2
items,1
hot minute like,0
use,0
amazon,1
phone,0
just,0
account,0
don,1
amazon,0
search,1
time,0
want,1
phone,1
don,0
search,1
use,2
delivery,1
time,2
prime,1
customer,0
don,1
service,2
phone,0
item,0
delivery,0
use,0
order,2
love,2
ve,0
account,1
just,1
good,1
months early,0
prime,2
item,0
want,1
prime,2
like,0
need,1
good,1
customer,2
amazon,2
love,2
log orders overseas,2
pop,0
time,1
orders,0
don,0
make,1
orders,1
use,1
prime,1
don,1
app,1
search,1
prime,0
order,1
service,2
delivery,2
shop,2
change,1
need,2
prime,0
app,1
like,0
order,2
vendor purchase easy,2
great,2
need,1
order,2
amazon,2
order,2
need,1
items,1
shopping,0
update,0
use,1
great,2
items,0
delivery,1
prime,2
prime,1
love amazon,2
happens rest,1
goggles took,2
search,0
update,0
great,1
shopping amazon,2
just,0
account,0
service,0
don,2
update,0
items,0
way,1
use,1
guarantee iteams experience,2
use,0
want,1
prices,2
update,1
really,2
easy,2
things,2
order,2
prime,2
search,1
amazon,2
delivery,1
need,2
repeadly,1
want,1
use,1
shopping,0
items,1
shopping,1
prime,2
items,2
fix,1
reasonable price want,2
ve,0
like,1
longer works,2
don,2
fix,0
new,0
don,2
way,1
time,2
like,0
delivery,1
just,1
nerves like,0
order,0
chase things,1
like,1
just,1
letting make account,0
ve,0
prime,0
order,1
great,2
service,2
phone,0
app,0
amazon,0
time,0
order,1
things,1
just,1
delivery,2
don,0
orders loads lot,1
update,1
fix,0
items,1
day,1
day,1
items,2
need,1
order,0
want,0
way,1
update,1
don,2
things,2
things,2
order,0
change,1
app,0
like,2
delivery,1
love amazon,2
just,1
things,2
knocking long,0
shopping,2
app,1
easy,2
time,2
oppression terrorism,0
update,0
shopping,0
want,0
prices,2
use,0
just,1
amazon,2
orders,1
amazon,2
make,1
really,2
don,2
just,0
good,2
prime,2
use,1
day,1
like,0
just,2
orders,0
amazon,1
use,1
like,2
fix,1
delivery,2
know agent helping,1
page,1
update,0
money,0
change,1
search,0
want,0
account,0
orders,0
page,1
account,0
items,1
delivery,1
prime,1
time,0
delivery,1
order,0
past years used,0
phone,1
great,2
service,0
shopping,2
products things appear,1
pixel pro running,2
like,2
update,0
want,1
app,1
longer supported,2
shopping,1
don,2
really,2
account,1
items cause,1
s23,0
items,2
just,1
app,2
just,0
delivery,0
don,2
just,2
items,0
page,1
phone,0
want,1
like,0
delivery,2
search,1
items,2
app,2
phone,0
use,1
like,0
installation hard getting,1
shopping,0
search bar actually,2
use,0
like,1
customer,0
recently keeps freezing,1
time,0
good experience amazon,2
amazon,0
products,2
day,1
order,1
products,1
prime,2
page,0
medical stuff,2
time,1
page,0
phone,1
days,0
need,1
shopping,0
money,0
order,2
search,0
amazon,1
page,0
shopping,1
items helpful,0
order,2
like,1
really,2
like,2
shopping hassle,2
customer,0
phone,0
just,2
shopping,2
like,2
prime,1
shop,2
update,0
page,0
great,2
lol aware,1
need,2
update,1
great,2
don,0
shopping,0
shopping,0
great,2
really,1
page,1
bar search bar,1
time,0
good,1
love,2
orders,0
delivery,1
prime,0
items,2
page looking letting,2
shopping,1
order,1
account,0
things,2
service,0
service,2
just,0
item,0
crashes freezes constantly,0
page,0
phone,2
update,0
good,1
love amazon,2
amazon,1
really,2
order,0
need,1
account,1
like,1
delivery,0
card,0
don,1
orders,0
just,1
prices deluding customers,0
want,1
shopping amazon,2
really,2
use,0
like,2
love amazon,2
app,2
need,1
time,2
order,0
don,1
prices,2
really,2
app,1
got wanted wanted,2
new,0
app,1
page,0
items,2
shopping,2
just,1
items,2
shop,2
amazon,2
time,1
want,1
good,2
amazon,1
new,0
account,0
phone,0
notifications forcing,0
items,1
keeps,0
just,2
products,2
customer,0
shopping,2
love amazon,2
just,2
phone,0
ve,0
love,2
items,2
need,1
change,1
like,2
want,0
just,0
amazon,0
items,2
fairly saves,2
easy,2
orders,0
amazon,0
shopping,1
just,0
amazon,1
good,2
day,1
like,0
add countries,1
update,1
amazon,0
items,0
extremely,0
like,1
account,0
don,2
phone,0
easy,2
phone,0
good,1
delivery,1
just,2
delivery,1
use,2
buy,2
phone,0
send phone,2
don,1
love amazon,2
shopping amazon,2
prices,2
shopping,0
prices,2
order,2
dark mode option,2
buy,2
don,1
exclude search,0
app,2
really,1
shopping,2
shop,2
really,2
fix,1
day,1
delivery,0
products,1
time,2
delivery,1
new,0
amazon,2
great,1
keeps,0
time,2
shop,2
account,1
search,1
just,2
ve,0
shopping amazon,2
order,1
items,0
customer,2
shopping,1
change,1
shopping,1
keeps,0
shop whenver,2
great,1
just,2
app,2
easy,2
prime,2
time,1
just,2
prime,0
delivery,1
like,1
don,2
delivery,2
uninstall amazon,0
day,1
change,1
love,2
prime,0
need,1
want,2
bar search,2
don,2
just,2
shopping,0
things,1
good,2
items,2
want,2
shopping,2
service,0
update,0
fix,0
screenshot purchase steam,2
delivery,0
just,1
need,2
ve,0
prime,1
update,1
order,1
update,1
app,0
orders,1
fix,1
fix,1
dark,2
items,0
easy,2
want,2
service,2
phone,0
orders,0
want,0
delivery,2
days,0
amazon,1
fix,1
use,0
amazon,0
items,0
phone,1
really,2
customer,0
order,1
order,1
don,1
page,1
item,0
orders,1
app works,1
want,2
app,2
need,2
great,2
use,0
prime,1
search,0
love,2
delivery,1
order,0
phone,0
buy,2
items,0
delivery,1
shopping,0
delivery,0
prime,2
things,1
don,2
response inquiries,2
customer,2
item,0
like,1
products,1
customer,0
product field,2
search,0
time,1
amazon,0
want,1
prime,2
app,2
days,0
service,0
just,1
need,2
update,1
update,1
just,2
things,2
app,1
want,0
app,0
good,2
search,0
ve,0
prime,0
update,0
account,0
prices,2
prime,1
love,2
use,2
shopping,1
shopping,1
items,0
sponsored listings,0
phone,1
day,1
prime,0
just think,2
fix,1
delivery,1
account,1
account,1
responding responding update,0
item,0
search,1
phone,0
way,1
items,1
don,0
amazon,0
orders,1
use far great,2
prime,2
good,1
delivery,2
items,1
don,2
great,2
like,1
update,1
want,0
use,1
delivery,2
service,0
fix,1
just,1
want,1
service,0
unable disable alexa,1
amazon,0
phone,0
search,1
delivery,1
shopping,2
delivery,0
order,2
shopping,2
search,0
things,2
change,1
shopping,1
just,1
orders,1
use,2
customer,0
items,0
product,2
products,1
don,2
buy,1
hop need quickly,2
items,1
order,2
delivery,0
fix,1
service,0
items,1
shop,2
delivery,1
way,1
time,1
shopping,1
use,1
use,1
use,1
day,1
delivery,0
money,0
just,0
items,1
time,0
option dark mode,2
really,2
like,0
account,1
great,1
great,2
delivery,1
good,1
fix,1
really,2
account,1
way,1
delivery,0
service,0
shopping app,2
like,0
phone,0
time,1
like,2
app,2
prices,2
delivery,1
service,0
delivery,2
page,0
delivery,2
like,0
update,1
time,2
customer,0
app,0
want,1
amazon,2
good,2
need make amazon,2
search,1
prime,2
opresses freedom,0
need,2
use,2
prices better,0
good,1
day,1
orders,1
bought,2
delivery,2
shopping,0
shop,2
holy add,2
time,0
just,1
phone,0
day,1
don,1
need,1
app,1
use,1
extra search,2
app,1
shopping,2
app,1
ve,0
items,2
amazon,1
buy,2
page,0
looking easy,2
day,1
prime,2
just,1
don,0
phone,0
love,2
order,2
orders,0
good,1
great,1
amazon,1
shopping amazon,2
page,1
amazon,0
update,1
happy keeps crashing,0
app,0
buy,2
account,1
service,2
crashing fix allow,0
don,0
order,2
